s21           (Subject Code)
 1            (Counterbal Condition)
 16            8            (Map: Phys to Log cues for each task)
weather       (Task Format)
AnoF          (Task Condition)
Training data (trial/4 log cues/outcome/[resp corr?/rtime])
    1 1 0 0 0 0
    2 0 0 1 1 0
    3 1 0 0 0 1
    4 0 0 1 0 1
    5 0 0 1 0 0
    6 0 0 1 0 1
    7 0 1 1 1 0
    8 0 0 0 1 0
    9 1 0 1 1 0
   10 0 0 1 0 0
   11 0 0 0 1 0
   12 1 1 0 1 1
   13 0 0 1 0 1
   14 1 0 0 1 0
   15 1 0 0 0 1
   16 0 1 0 0 1
   17 0 0 0 1 0
   18 1 0 1 0 1
   19 0 0 0 1 0
   20 0 1 0 0 0
   21 1 1 1 0 1
   22 1 0 1 1 1
   23 0 1 0 1 1
   24 0 1 0 0 0
   25 1 0 0 0 1
   26 0 0 1 1 0
   27 0 0 0 1 1
   28 1 0 1 0 1
   29 1 0 0 0 1
   30 0 1 0 0 1
   31 0 0 0 1 0
   32 1 1 0 0 1
   33 1 1 0 0 1
   34 1 0 1 0 0
   35 0 0 1 1 0
   36 0 0 1 0 0
   37 1 1 0 0 1
   38 0 1 1 0 0
   39 1 0 0 1 1
   40 0 1 0 1 0
   41 0 0 0 1 0
   42 0 0 1 1 0
   43 0 1 0 1 0
   44 0 1 1 0 0
   45 1 0 1 0 1
   46 1 0 0 0 1
   47 0 1 0 0 0
   48 1 0 0 0 1
   49 0 1 0 1 0
   50 0 1 0 0 1
   51 1 1 0 0 1
   52 1 1 0 1 0
Test data (trial/4 log cues/resp choice 1or2/rtime)
   53 0 1 0 0 1 1.256
   54 0 1 0 1 2 3.103
   55 0 1 1 1 1 2.584
   56 0 0 1 1 2 2.295
   57 1 0 1 1 1 4.360
   58 1 1 1 0 2 0.453
   59 0 1 1 0 2 0.658
   60 1 1 0 0 2 0.617
   61 1 1 0 1 1 1.207
   62 1 0 0 1 1 0.612
   63 0 0 0 1 1 1.646
   64 0 0 1 0 1 1.803
   65 1 0 0 0 2 1.741
   66 1 0 1 0 1 1.357
disease       (Task Format)
FnoA          (Task Condition)
Training data (trial/4 log cues/outcome/[resp corr?/rtime])
    1 1 0 1 0 0 0 1.729
    2 1 0 0 1 1 0 0.512
    3 1 1 0 0 1 1 1.315
    4 0 1 0 1 1 1 1.081
    5 1 1 0 1 1 0 2.797
    6 0 1 0 0 0 0 0.574
    7 0 1 1 0 1 1 0.699
    8 0 1 0 0 1 1 0.940
    9 0 1 0 1 0 0 0.590
   10 0 1 1 1 1 0 0.953
   11 1 1 0 1 1 1 0.576
   12 1 0 0 1 0 0 0.432
   13 0 0 1 1 0 1 1.631
   14 1 1 0 0 1 0 0.652
   15 0 0 1 1 0 1 0.623
   16 1 0 1 1 0 0 1.144
   17 1 1 0 0 1 1 0.507
   18 0 1 1 1 0 1 1.337
   19 0 0 0 1 1 1 0.596
   20 1 0 1 1 1 0 0.634
   21 1 0 0 0 1 0 0.662
   22 1 0 0 1 0 1 0.887
   23 0 0 1 0 1 0 0.697
   24 0 0 1 1 0 0 0.664
   25 1 1 1 0 0 1 0.319
   26 1 0 0 0 1 0 0.478
   27 0 1 1 1 0 0 0.522
   28 1 1 1 0 1 0 0.317
   29 1 0 1 1 0 1 0.718
   30 1 0 0 1 1 0 0.532
   31 0 0 1 1 0 0 0.625
   32 0 1 1 1 0 0 0.539
   33 1 0 0 0 0 0 0.479
   34 0 0 0 1 0 0 0.484
   35 0 1 0 1 0 0 0.334
   36 1 0 1 0 1 1 0.651
   37 0 1 1 0 0 0 0.463
   38 0 0 1 0 0 1 0.556
   39 0 0 1 0 0 1 0.381
   40 0 1 1 0 1 0 0.624
   41 1 0 1 0 0 0 0.824
   42 1 1 0 0 1 1 0.658
   43 0 1 1 0 0 1 0.526
   44 1 1 1 0 1 0 0.874
   45 1 0 1 0 1 0 0.741
   46 1 1 1 0 1 1 0.842
   47 0 0 0 1 0 1 0.565
   48 1 1 0 1 1 0 0.657
   49 1 1 0 1 0 1 0.414
   50 0 1 0 1 1 0 0.546
   51 0 1 0 0 1 1 0.344
   52 0 1 0 0 1 1 0.404
   53 1 0 0 0 1 1 0.507
   54 0 0 0 1 0 2 0.345
   55 1 0 1 1 0 1 0.417
   56 0 0 1 0 0 1 0.321
Test data (trial/4 log cues/resp choice 1or2/rtime)
   57 1 1 0 0 1 2.787
   58 0 1 0 0 1 1.014
   59 1 0 1 0 2 2.605
   60 0 0 1 0 2 1.152
   61 0 0 0 1 2 0.770
   62 1 1 0 1 2 0.883
   63 0 1 1 0 1 1.163
   64 0 1 0 1 1 1.006
   65 0 0 1 1 2 0.761
   66 1 0 1 1 2 0.847
   67 0 1 1 1 1 1.549
   68 1 0 0 0 2 0.899
   69 1 1 1 0 1 3.036
   70 1 0 0 1 2 0.646
