s39           (Subject Code)
 3            (Counterbal Condition)
 2             7            (Map: Phys to Log cues for each task)
disease       (Task Format)
AnoF          (Task Condition)
Training data (trial/4 log cues/outcome/[resp corr?/rtime])
    1 1 0 0 0 0
    2 0 0 1 1 0
    3 1 0 0 0 1
    4 0 0 1 0 1
    5 0 0 1 0 0
    6 0 0 1 0 1
    7 0 1 1 1 0
    8 0 0 0 1 0
    9 1 0 1 1 0
   10 0 0 1 0 0
   11 0 0 0 1 0
   12 1 1 0 1 1
   13 0 0 1 0 1
   14 1 0 0 1 0
   15 1 0 0 0 1
   16 0 1 0 0 1
   17 0 0 0 1 0
   18 1 0 1 0 1
   19 0 0 0 1 0
   20 0 1 0 0 0
   21 1 1 1 0 1
   22 1 0 1 1 1
   23 0 1 0 1 1
   24 0 1 0 0 0
   25 1 0 0 0 1
   26 0 0 1 1 0
   27 0 0 0 1 1
   28 1 0 1 0 1
   29 1 0 0 0 1
   30 0 1 0 0 1
   31 0 0 0 1 0
   32 1 1 0 0 1
   33 1 1 0 0 1
   34 1 0 1 0 0
   35 0 0 1 1 0
   36 0 0 1 0 0
   37 1 1 0 0 1
   38 0 1 1 0 0
   39 1 0 0 1 1
   40 0 1 0 1 0
   41 0 0 0 1 0
   42 0 0 1 1 0
   43 0 1 0 1 0
   44 0 1 1 0 0
   45 1 0 1 0 1
   46 1 0 0 0 1
   47 0 1 0 0 0
   48 1 0 0 0 1
   49 0 1 0 1 0
   50 0 1 0 0 1
   51 1 1 0 0 1
   52 1 1 0 1 0
Test data (trial/4 log cues/resp choice 1or2/rtime)
   53 0 1 0 0 1 19.904
   54 0 1 0 1 1 3.807
   55 0 1 1 1 2 3.757
   56 0 0 1 1 1 4.860
   57 1 0 1 1 2 1.537
   58 1 1 1 0 2 1.637
   59 0 1 1 0 2 1.999
   60 1 1 0 0 2 2.087
   61 1 1 0 1 1 2.164
   62 1 0 0 1 2 1.321
   63 0 0 0 1 1 1.587
   64 0 0 1 0 2 1.433
   65 1 0 0 0 1 1.588
   66 1 0 1 0 2 1.503
weather       (Task Format)
FnoA          (Task Condition)
Training data (trial/4 log cues/outcome/[resp corr?/rtime])
    1 1 0 1 0 0 1 18.618
    2 1 0 0 1 1 0 5.381
    3 1 1 0 0 1 0 9.427
    4 0 1 0 1 1 0 2.447
    5 1 1 0 1 1 1 4.193
    6 0 1 0 0 0 0 4.039
    7 0 1 1 0 1 0 3.343
    8 0 1 0 0 1 1 2.895
    9 0 1 0 1 0 0 2.756
   10 0 1 1 1 1 0 2.090
   11 1 1 0 1 1 1 3.475
   12 1 0 0 1 0 0 1.329
   13 0 0 1 1 0 1 0.794
   14 1 1 0 0 1 0 1.981
   15 0 0 1 1 0 0 1.457
   16 1 0 1 1 0 1 1.708
   17 1 1 0 0 1 0 2.194
   18 0 1 1 1 0 1 2.354
   19 0 0 0 1 1 1 4.524
   20 1 0 1 1 1 0 1.477
   21 1 0 0 0 1 1 4.759
   22 1 0 0 1 0 1 2.585
   23 0 0 1 0 1 1 3.146
   24 0 0 1 1 0 0 3.064
   25 1 1 1 0 0 1 1.637
   26 1 0 0 0 1 1 2.036
   27 0 1 1 1 0 0 1.264
   28 1 1 1 0 1 0 2.058
   29 1 0 1 1 0 0 1.062
   30 1 0 0 1 1 0 1.062
   31 0 0 1 1 0 0 1.260
   32 0 1 1 1 0 1 1.770
   33 1 0 0 0 0 1 1.949
   34 0 0 0 1 0 1 1.066
   35 0 1 0 1 0 0 1.526
   36 1 0 1 0 1 1 1.616
   37 0 1 1 0 0 0 1.443
   38 0 0 1 0 0 1 0.842
   39 0 0 1 0 0 0 0.622
   40 0 1 1 0 1 0 1.275
   41 1 0 1 0 0 0 2.748
   42 1 1 0 0 1 0 0.696
   43 0 1 1 0 0 0 0.079
   44 1 1 1 0 1 0 2.579
   45 1 0 1 0 1 0 1.329
   46 1 1 1 0 1 1 2.236
   47 0 0 0 1 0 0 2.887
   48 1 1 0 1 1 0 1.102
   49 1 1 0 1 0 0 1.263
   50 0 1 0 1 1 1 1.635
   51 0 1 0 0 1 1 1.308
   52 0 1 0 0 1 1 0.716
   53 1 0 0 0 1 1 1.942
   54 0 0 0 1 0 1 1.515
   55 1 0 1 1 0 1 1.668
   56 0 0 1 0 0 1 1.578
Test data (trial/4 log cues/resp choice 1or2/rtime)
   57 1 1 0 0 1 3.007
   58 0 1 0 0 2 1.900
   59 1 0 1 0 1 2.634
   60 0 0 1 0 1 3.508
   61 0 0 0 1 2 2.175
   62 1 1 0 1 1 2.339
   63 0 1 1 0 2 1.480
   64 0 1 0 1 1 1.471
   65 0 0 1 1 2 2.423
   66 1 0 1 1 2 1.316
   67 0 1 1 1 1 1.763
   68 1 0 0 0 1 2.243
   69 1 1 1 0 1 2.841
   70 1 0 0 1 2 1.388
