s11           (Subject Code)
 3            (Counterbal Condition)
 13            3            (Map: Phys to Log cues for each task)
disease       (Task Format)
AnoF          (Task Condition)
Training data (trial/4 log cues/outcome/[resp corr?/rtime])
    1 1 0 0 0 0
    2 0 0 1 1 0
    3 1 0 0 0 1
    4 0 0 1 0 1
    5 0 0 1 0 0
    6 0 0 1 0 1
    7 0 1 1 1 0
    8 0 0 0 1 0
    9 1 0 1 1 0
   10 0 0 1 0 0
   11 0 0 0 1 0
   12 1 1 0 1 1
   13 0 0 1 0 1
   14 1 0 0 1 0
   15 1 0 0 0 1
   16 0 1 0 0 1
   17 0 0 0 1 0
   18 1 0 1 0 1
   19 0 0 0 1 0
   20 0 1 0 0 0
   21 1 1 1 0 1
   22 1 0 1 1 1
   23 0 1 0 1 1
   24 0 1 0 0 0
   25 1 0 0 0 1
   26 0 0 1 1 0
   27 0 0 0 1 1
   28 1 0 1 0 1
   29 1 0 0 0 1
   30 0 1 0 0 1
   31 0 0 0 1 0
   32 1 1 0 0 1
   33 1 1 0 0 1
   34 1 0 1 0 0
   35 0 0 1 1 0
   36 0 0 1 0 0
   37 1 1 0 0 1
   38 0 1 1 0 0
   39 1 0 0 1 1
   40 0 1 0 1 0
   41 0 0 0 1 0
   42 0 0 1 1 0
   43 0 1 0 1 0
   44 0 1 1 0 0
   45 1 0 1 0 1
   46 1 0 0 0 1
   47 0 1 0 0 0
   48 1 0 0 0 1
   49 0 1 0 1 0
   50 0 1 0 0 1
   51 1 1 0 0 1
   52 1 1 0 1 0
Test data (trial/4 log cues/resp choice 1or2/rtime)
   53 0 1 0 0 1 6.498
   54 0 1 0 1 2 6.659
   55 0 1 1 1 2 2.618
   56 0 0 1 1 2 4.366
   57 1 0 1 1 2 1.992
   58 1 1 1 0 1 0.828
   59 0 1 1 0 1 0.891
   60 1 1 0 0 1 0.444
   61 1 1 0 1 1 0.760
   62 1 0 0 1 2 0.707
   63 0 0 0 1 2 0.468
   64 0 0 1 0 1 1.026
   65 1 0 0 0 1 0.710
   66 1 0 1 0 1 0.738
weather       (Task Format)
FnoA          (Task Condition)
Training data (trial/4 log cues/outcome/[resp corr?/rtime])
    1 1 0 1 0 0 1 %16.645
    2 1 0 0 1 1 0 2.652
    3 1 1 0 0 1 0 %29.151
    4 0 1 0 1 1 1 4.082
    5 1 1 0 1 1 1 1.279
    6 0 1 0 0 0 0 0.457
    7 0 1 1 0 1 1 1.184
    8 0 1 0 0 1 1 0.641
    9 0 1 0 1 0 0 0.645
   10 0 1 1 1 1 1 0.712
   11 1 1 0 1 1 0 1.462
   12 1 0 0 1 0 1 1.035
   13 0 0 1 1 0 1 1.014
   14 1 1 0 0 1 0 1.631
   15 0 0 1 1 0 1 1.049
   16 1 0 1 1 0 1 3.340
   17 1 1 0 0 1 1 1.228
   18 0 1 1 1 0 0 1.841
   19 0 0 0 1 1 0 2.144
   20 1 0 1 1 1 0 1.245
   21 1 0 0 0 1 0 1.270
   22 1 0 0 1 0 0 0.985
   23 0 0 1 0 1 0 1.993
   24 0 0 1 1 0 0 1.375
   25 1 1 1 0 0 0 1.176
   26 1 0 0 0 1 1 0.933
   27 0 1 1 1 0 0 0.939
   28 1 1 1 0 1 0 3.182
   29 1 0 1 1 0 1 0.930
   30 1 0 0 1 1 0 0.991
   31 0 0 1 1 0 0 1.008
   32 0 1 1 1 0 0 1.185
   33 1 0 0 0 0 1 1.676
   34 0 0 0 1 0 1 1.312
   35 0 1 0 1 0 0 0.697
   36 1 0 1 0 1 1 1.996
   37 0 1 1 0 0 0 2.250
   38 0 0 1 0 0 1 1.501
   39 0 0 1 0 0 1 0.448
   40 0 1 1 0 1 0 0.767
   41 1 0 1 0 0 0 0.689
   42 1 1 0 0 1 1 1.369
   43 0 1 1 0 0 0 0.787
   44 1 1 1 0 1 0 1.052
   45 1 0 1 0 1 0 0.696
   46 1 1 1 0 1 1 1.043
   47 0 0 0 1 0 1 1.435
   48 1 1 0 1 1 0 2.189
   49 1 1 0 1 0 0 0.704
   50 0 1 0 1 1 1 2.562
   51 0 1 0 0 1 1 0.796
   52 0 1 0 0 1 1 0.630
   53 1 0 0 0 1 1 0.783
   54 0 0 0 1 0 1 0.745
   55 1 0 1 1 0 2 0.886
   56 0 0 1 0 0 1 2.120
Test data (trial/4 log cues/resp choice 1or2/rtime)
   57 1 1 0 0 2 8.777
   58 0 1 0 0 1 5.921
   59 1 0 1 0 2 4.906
   60 0 0 1 0 2 1.383
   61 0 0 0 1 2 2.094
   62 1 1 0 1 2 1.736
   63 0 1 1 0 1 1.208
   64 0 1 0 1 1 0.657
   65 0 0 1 1 2 1.076
   66 1 0 1 1 2 2.872
   67 0 1 1 1 1 1.986
   68 1 0 0 0 2 1.724
   69 1 1 1 0 1 5.951
   70 1 0 0 1 2 2.610
