s19           (Subject Code)
 3            (Counterbal Condition)
 7             15           (Map: Phys to Log cues for each task)
disease       (Task Format)
AnoF          (Task Condition)
Training data (trial/4 log cues/outcome/[resp corr?/rtime])
    1 1 0 0 0 0
    2 0 0 1 1 0
    3 1 0 0 0 1
    4 0 0 1 0 1
    5 0 0 1 0 0
    6 0 0 1 0 1
    7 0 1 1 1 0
    8 0 0 0 1 0
    9 1 0 1 1 0
   10 0 0 1 0 0
   11 0 0 0 1 0
   12 1 1 0 1 1
   13 0 0 1 0 1
   14 1 0 0 1 0
   15 1 0 0 0 1
   16 0 1 0 0 1
   17 0 0 0 1 0
   18 1 0 1 0 1
   19 0 0 0 1 0
   20 0 1 0 0 0
   21 1 1 1 0 1
   22 1 0 1 1 1
   23 0 1 0 1 1
   24 0 1 0 0 0
   25 1 0 0 0 1
   26 0 0 1 1 0
   27 0 0 0 1 1
   28 1 0 1 0 1
   29 1 0 0 0 1
   30 0 1 0 0 1
   31 0 0 0 1 0
   32 1 1 0 0 1
   33 1 1 0 0 1
   34 1 0 1 0 0
   35 0 0 1 1 0
   36 0 0 1 0 0
   37 1 1 0 0 1
   38 0 1 1 0 0
   39 1 0 0 1 1
   40 0 1 0 1 0
   41 0 0 0 1 0
   42 0 0 1 1 0
   43 0 1 0 1 0
   44 0 1 1 0 0
   45 1 0 1 0 1
   46 1 0 0 0 1
   47 0 1 0 0 0
   48 1 0 0 0 1
   49 0 1 0 1 0
   50 0 1 0 0 1
   51 1 1 0 0 1
   52 1 1 0 1 0
Test data (trial/4 log cues/resp choice 1or2/rtime)
   53 0 1 0 0 1 3.319
   54 0 1 0 1 2 1.805
   55 0 1 1 1 2 1.287
   56 0 0 1 1 1 1.040
   57 1 0 1 1 1 1.874
   58 1 1 1 0 2 1.843
   59 0 1 1 0 1 1.886
   60 1 1 0 0 2 2.085
   61 1 1 0 1 2 1.763
   62 1 0 0 1 1 1.887
   63 0 0 0 1 1 1.447
   64 0 0 1 0 1 1.643
   65 1 0 0 0 2 1.150
   66 1 0 1 0 2 1.179
weather       (Task Format)
FnoA          (Task Condition)
Training data (trial/4 log cues/outcome/[resp corr?/rtime])
    1 1 0 1 0 0 0 3.428
    2 1 0 0 1 1 1 5.367
    3 1 1 0 0 1 1 1.760
    4 0 1 0 1 1 0 1.602
    5 1 1 0 1 1 1 1.908
    6 0 1 0 0 0 1 3.050
    7 0 1 1 0 1 0 0.992
    8 0 1 0 0 1 0 0.887
    9 0 1 0 1 0 0 1.032
   10 0 1 1 1 1 0 2.670
   11 1 1 0 1 1 1 2.177
   12 1 0 0 1 0 0 1.120
   13 0 0 1 1 0 1 1.679
   14 1 1 0 0 1 1 3.193
   15 0 0 1 1 0 0 1.621
   16 1 0 1 1 0 0 0.692
   17 1 1 0 0 1 1 0.609
   18 0 1 1 1 0 1 1.068
   19 0 0 0 1 1 0 1.432
   20 1 0 1 1 1 0 1.350
   21 1 0 0 0 1 1 0.971
   22 1 0 0 1 0 0 0.888
   23 0 0 1 0 1 0 1.005
   24 0 0 1 1 0 1 1.431
   25 1 1 1 0 0 0 1.448
   26 1 0 0 0 1 1 1.558
   27 0 1 1 1 0 0 1.544
   28 1 1 1 0 1 1 1.803
   29 1 0 1 1 0 0 1.957
   30 1 0 0 1 1 1 1.791
   31 0 0 1 1 0 1 1.207
   32 0 1 1 1 0 1 0.552
   33 1 0 0 0 0 1 1.334
   34 0 0 0 1 0 0 1.162
   35 0 1 0 1 0 1 2.452
   36 1 0 1 0 1 0 2.468
   37 0 1 1 0 0 0 0.265
   38 0 0 1 0 0 1 1.538
   39 0 0 1 0 0 1 %10.154
   40 0 1 1 0 1 0 1.368
   41 1 0 1 0 0 1 1.516
   42 1 1 0 0 1 0 0.927
   43 0 1 1 0 0 1 1.108
   44 1 1 1 0 1 0 2.530
   45 1 0 1 0 1 1 3.220
   46 1 1 1 0 1 1 1.387
   47 0 0 0 1 0 0 1.096
   48 1 1 0 1 1 0 1.693
   49 1 1 0 1 0 0 1.936
   50 0 1 0 1 1 1 1.769
   51 0 1 0 0 1 1 1.535
   52 0 1 0 0 1 1 2.614
   53 1 0 0 0 1 1 3.588
   54 0 0 0 1 0 1 2.570
   55 1 0 1 1 0 2 1.385
   56 0 0 1 0 0 1 2.385
Test data (trial/4 log cues/resp choice 1or2/rtime)
   57 1 1 0 0 1 3.172
   58 0 1 0 0 1 2.166
   59 1 0 1 0 2 1.562
   60 0 0 1 0 1 0.923
   61 0 0 0 1 2 0.677
   62 1 1 0 1 2 1.144
   63 0 1 1 0 2 1.018
   64 0 1 0 1 1 1.160
   65 0 0 1 1 1 1.390
   66 1 0 1 1 2 0.978
   67 0 1 1 1 2 0.797
   68 1 0 0 0 1 1.033
   69 1 1 1 0 1 1.867
   70 1 0 0 1 1 1.395
